"","bikeshop.name","location","product.id","model","description","sales","order.id","sales_date","product_count"
"943","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,438,"2012-04-24",1
"944","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,479,"2012-06-06",1
"945","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,507,"2012-06-26",1
"946","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,603,"2012-10-03",1
"947","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,728,"2013-03-12",1
"948","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,729,"2013-03-12",1
"949","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,889,"2013-06-18",1
"950","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,1450,"2014-09-26",9
"951","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,1705,"2015-05-12",1
"952","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,1751,"2015-06-04",2
"953","Ithaca Mountain Climbers","Ithaca, NY",71,"F-Si 1","Mountain - Cross Country Race - Aluminum",2340,1818,"2015-07-14",1
"954","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,28,"2011-02-10",1
"955","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,375,"2012-03-05",1
"956","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,424,"2012-04-13",1
"957","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,438,"2012-04-24",4
"958","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,479,"2012-06-06",1
"959","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,889,"2013-06-18",1
"960","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,1352,"2014-07-11",1
"961","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,1357,"2014-07-17",1
"962","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,1432,"2014-09-15",1
"963","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,1450,"2014-09-26",1
"964","Ithaca Mountain Climbers","Ithaca, NY",72,"F-Si 2","Mountain - Cross Country Race - Aluminum",2060,1705,"2015-05-12",1
"965","Ithaca Mountain Climbers","Ithaca, NY",73,"F-Si 3","Mountain - Cross Country Race - Aluminum",1840,729,"2013-03-12",1
"966","Ithaca Mountain Climbers","Ithaca, NY",73,"F-Si 3","Mountain - Cross Country Race - Aluminum",1840,785,"2013-04-16",1
"967","Ithaca Mountain Climbers","Ithaca, NY",73,"F-Si 3","Mountain - Cross Country Race - Aluminum",1840,958,"2013-08-05",1
"968","Ithaca Mountain Climbers","Ithaca, NY",73,"F-Si 3","Mountain - Cross Country Race - Aluminum",1840,1281,"2014-06-04",5
"969","Ithaca Mountain Climbers","Ithaca, NY",73,"F-Si 3","Mountain - Cross Country Race - Aluminum",1840,1287,"2014-06-09",1
"970","Ithaca Mountain Climbers","Ithaca, NY",73,"F-Si 3","Mountain - Cross Country Race - Aluminum",1840,1333,"2014-07-03",1
"971","Ithaca Mountain Climbers","Ithaca, NY",73,"F-Si 3","Mountain - Cross Country Race - Aluminum",1840,1515,"2015-01-08",1
"972","Ithaca Mountain Climbers","Ithaca, NY",73,"F-Si 3","Mountain - Cross Country Race - Aluminum",1840,1818,"2015-07-14",1
"973","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,238,"2011-09-02",1
"974","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,528,"2012-07-16",1
"975","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,691,"2013-02-05",2
"976","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,728,"2013-03-12",1
"977","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,888,"2013-06-18",1
"978","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,889,"2013-06-18",1
"979","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,951,"2013-07-25",1
"980","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,1134,"2014-02-14",2
"981","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,1405,"2014-08-26",1
"982","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,1522,"2015-01-19",1
"983","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,1640,"2015-04-07",1
"984","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,1730,"2015-05-20",3
"985","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,1751,"2015-06-04",1
"986","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,1907,"2015-09-22",1
"987","Ithaca Mountain Climbers","Ithaca, NY",74,"Fat CAAD1","Mountain - Fat Bike - Aluminum",3730,1980,"2015-12-09",1
"988","Ithaca Mountain Climbers","Ithaca, NY",75,"Fat CAAD2","Mountain - Fat Bike - Aluminum",2130,28,"2011-02-10",1
"989","Ithaca Mountain Climbers","Ithaca, NY",75,"Fat CAAD2","Mountain - Fat Bike - Aluminum",2130,573,"2012-08-29",1
"990","Ithaca Mountain Climbers","Ithaca, NY",75,"Fat CAAD2","Mountain - Fat Bike - Aluminum",2130,597,"2012-09-26",1
"991","Ithaca Mountain Climbers","Ithaca, NY",75,"Fat CAAD2","Mountain - Fat Bike - Aluminum",2130,1261,"2014-05-21",1
"992","Ithaca Mountain Climbers","Ithaca, NY",75,"Fat CAAD2","Mountain - Fat Bike - Aluminum",2130,1522,"2015-01-19",1
"993","Ithaca Mountain Climbers","Ithaca, NY",75,"Fat CAAD2","Mountain - Fat Bike - Aluminum",2130,1755,"2015-06-08",1
"994","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,317,"2011-12-20",1
"995","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,597,"2012-09-26",1
"996","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,785,"2013-04-16",1
"997","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,951,"2013-07-25",1
"998","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1005,"2013-09-06",7
"999","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1134,"2014-02-14",1
"1000","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1261,"2014-05-21",1
"1001","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1287,"2014-06-09",1
"1002","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1288,"2014-06-10",3
"1003","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1352,"2014-07-11",1
"1004","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1357,"2014-07-17",1
"1005","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1405,"2014-08-26",2
"1006","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1515,"2015-01-08",1
"1007","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1751,"2015-06-04",1
"1008","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1795,"2015-06-29",2
"1009","Ithaca Mountain Climbers","Ithaca, NY",76,"Beast of the East 1","Mountain - Trail - Aluminum",2770,1907,"2015-09-22",2
"1010","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,424,"2012-04-13",3
"1011","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,528,"2012-07-16",1
"1012","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,691,"2013-02-05",1
"1013","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,701,"2013-02-13",1
"1014","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,728,"2013-03-12",1
"1015","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,823,"2013-05-09",1
"1016","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,951,"2013-07-25",1
"1017","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1261,"2014-05-21",2
"1018","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1333,"2014-07-03",1
"1019","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1405,"2014-08-26",1
"1020","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1515,"2015-01-08",1
"1021","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1545,"2015-02-10",1
"1022","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1609,"2015-03-19",1
"1023","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1644,"2015-04-08",1
"1024","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1751,"2015-06-04",5
"1025","Ithaca Mountain Climbers","Ithaca, NY",77,"Beast of the East 2","Mountain - Trail - Aluminum",2130,1818,"2015-07-14",1
"1026","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,97,"2011-04-18",1
"1027","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,255,"2011-09-26",1
"1028","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,317,"2011-12-20",1
"1029","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,424,"2012-04-13",1
"1030","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,528,"2012-07-16",1
"1031","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,701,"2013-02-13",3
"1032","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,1432,"2014-09-15",1
"1033","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,1498,"2014-12-03",1
"1034","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,1545,"2015-02-10",1
"1035","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,1577,"2015-02-27",1
"1036","Ithaca Mountain Climbers","Ithaca, NY",78,"Beast of the East 3","Mountain - Trail - Aluminum",1620,1609,"2015-03-19",1
"1037","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,28,"2011-02-10",1
"1038","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,29,"2011-02-11",1
"1039","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,132,"2011-05-13",1
"1040","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,196,"2011-07-12",1
"1041","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,382,"2012-03-09",1
"1042","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,424,"2012-04-13",1
"1043","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,579,"2012-09-06",1
"1044","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,593,"2012-09-21",2
"1045","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,597,"2012-09-26",1
"1046","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,728,"2013-03-12",1
"1047","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,889,"2013-06-18",1
"1048","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,933,"2013-07-12",1
"1049","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,1134,"2014-02-14",1
"1050","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,1284,"2014-06-05",1
"1051","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,1333,"2014-07-03",3
"1052","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,1405,"2014-08-26",1
"1053","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,1515,"2015-01-08",1
"1054","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,1751,"2015-06-04",1
"1055","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,1818,"2015-07-14",1
"1056","Ithaca Mountain Climbers","Ithaca, NY",79,"Bad Habit 1","Mountain - Trail - Aluminum",3200,1860,"2015-08-14",1
"1057","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,196,"2011-07-12",1
"1058","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,507,"2012-06-26",1
"1059","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,528,"2012-07-16",1
"1060","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,888,"2013-06-18",3
"1061","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,951,"2013-07-25",1
"1062","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,1333,"2014-07-03",3
"1063","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,1357,"2014-07-17",1
"1064","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,1432,"2014-09-15",2
"1065","Ithaca Mountain Climbers","Ithaca, NY",80,"Bad Habit 2","Mountain - Trail - Aluminum",2660,1593,"2015-03-12",1
"1066","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,255,"2011-09-26",1
"1067","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,297,"2011-11-16",1
"1068","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,424,"2012-04-13",1
"1069","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,438,"2012-04-24",2
"1070","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,528,"2012-07-16",1
"1071","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,702,"2013-02-14",1
"1072","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,728,"2013-03-12",1
"1073","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,785,"2013-04-16",1
"1074","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,786,"2013-04-17",1
"1075","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,1134,"2014-02-14",1
"1076","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,1261,"2014-05-21",2
"1077","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,1357,"2014-07-17",1
"1078","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,1405,"2014-08-26",1
"1079","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,1432,"2014-09-15",1
"1080","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,1545,"2015-02-10",1
"1081","Ithaca Mountain Climbers","Ithaca, NY",81,"Habit Hi-Mod Black Inc.","Mountain - Trail - Carbon",12250,1593,"2015-03-12",1
"1082","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,31,"2011-02-15",1
"1083","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,528,"2012-07-16",1
"1084","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,573,"2012-08-29",1
"1085","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,690,"2013-02-01",1
"1086","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,888,"2013-06-18",2
"1087","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,951,"2013-07-25",1
"1088","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1134,"2014-02-14",1
"1089","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1261,"2014-05-21",2
"1090","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1357,"2014-07-17",3
"1091","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1432,"2014-09-15",1
"1092","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1498,"2014-12-03",3
"1093","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1515,"2015-01-08",1
"1094","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1751,"2015-06-04",2
"1095","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1782,"2015-06-22",2
"1096","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1818,"2015-07-14",1
"1097","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1893,"2015-09-08",1
"1098","Ithaca Mountain Climbers","Ithaca, NY",82,"Habit Carbon 1","Mountain - Trail - Carbon",7460,1907,"2015-09-22",1
"1099","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,97,"2011-04-18",2
"1100","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,424,"2012-04-13",1
"1101","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,438,"2012-04-24",1
"1102","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,573,"2012-08-29",2
"1103","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,597,"2012-09-26",1
"1104","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,728,"2013-03-12",1
"1105","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1134,"2014-02-14",1
"1106","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1261,"2014-05-21",3
"1107","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1287,"2014-06-09",1
"1108","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1357,"2014-07-17",1
"1109","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1405,"2014-08-26",1
"1110","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1498,"2014-12-03",1
"1111","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1515,"2015-01-08",1
"1112","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1545,"2015-02-10",3
"1113","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1577,"2015-02-27",1
"1114","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1705,"2015-05-12",1
"1115","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1755,"2015-06-08",1
"1116","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1795,"2015-06-29",1
"1117","Ithaca Mountain Climbers","Ithaca, NY",83,"Habit Carbon 2","Mountain - Trail - Carbon",5330,1907,"2015-09-22",1
"1118","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,132,"2011-05-13",1
"1119","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,255,"2011-09-26",4
"1120","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,573,"2012-08-29",1
"1121","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,690,"2013-02-01",1
"1122","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,691,"2013-02-05",1
"1123","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,702,"2013-02-14",1
"1124","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,728,"2013-03-12",1
"1125","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,888,"2013-06-18",1
"1126","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,951,"2013-07-25",1
"1127","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1284,"2014-06-05",1
"1128","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1405,"2014-08-26",1
"1129","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1432,"2014-09-15",1
"1130","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1450,"2014-09-26",1
"1131","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1486,"2014-11-12",1
"1132","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1515,"2015-01-08",3
"1133","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1609,"2015-03-19",1
"1134","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1751,"2015-06-04",2
"1135","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1782,"2015-06-22",1
"1136","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1795,"2015-06-29",2
"1137","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1856,"2015-08-12",1
"1138","Ithaca Mountain Climbers","Ithaca, NY",84,"Habit Carbon SE","Mountain - Trail - Carbon",4480,1919,"2015-10-02",1
"1139","Ithaca Mountain Climbers","Ithaca, NY",85,"Habit Carbon 3","Mountain - Trail - Carbon",3730,132,"2011-05-13",1
"1140","Ithaca Mountain Climbers","Ithaca, NY",85,"Habit Carbon 3","Mountain - Trail - Carbon",3730,424,"2012-04-13",1
